id;label
45966;0.9285877148047653
60659;0.9158328346829183
934;0.911941108674232
48128;0.9098135794538944
1054;0.9073010534361984
53890;0.9054063091737309
44086;0.9034906934412751
48721;0.900558092131605
43048;0.8994202101029944
56535;0.8989260456533934
1006;0.8948628647840439
44135;0.8917703096950117
51347;0.8913481974445542
51323;0.8903858223464782
892;0.8894168136148284
45067;0.8878933897766403
45988;0.8773509876556025
1320;0.8768340886206168
659;0.872396562322589
1066;0.8707319966052642
52824;0.8705995005729024
1208;0.8690620969776542
44338;0.8690422952366854
42981;0.8676137645292055
48231;0.8676022735500493
46774;0.8635841972815819
49797;0.8616978978998946
57110;0.859269359430186
57526;0.8588230378520232
57009;0.8586681865419596
125373;0.8584933874064795
61419;0.8579624007303878
52575;0.8575295085380269
1420;0.8568881696208969
638;0.8548322465790745
1384;0.8548062030432282
50679;0.8536130366809884
1056;0.8530058194424293
53332;0.8528368330278282
52557;0.8518597059656543
52111;0.8515209639028753
59623;0.8495288013913079
45810;0.8487581969821614
964;0.847916988895426
45662;0.8475809883737788
52193;0.8471617141010815
48950;0.8459030219279484
58851;0.8451104917970926
1070;0.843775176747387
767;0.842157161557545
50329;0.840794761877309
1130;0.8392501267882878
56544;0.8382923787968292
51422;0.8380345204305879
54154;0.837842725535608
922;0.8374874424138312
57749;0.8360684490558844
42109;0.8354754379251371
52514;0.8345057545098042
1571;0.8343987731640272
765;0.8337347584574069
53790;0.8334945863185311
44857;0.8329778847509555
47302;0.8327571660052022
52008;0.8321856101406666
9968;0.8318589045879499
50723;0.8313532725784759
56976;0.8305077055529912
1108;0.8304395229210071
42147;0.828714634704847
61235;0.8280852380239176
3068;0.8278686297228349
54484;0.8264011839245408
58232;0.8259710617504046
52109;0.8259399252040953
50516;0.8252633188881322
58071;0.8247205221923897
47856;0.8238270553801824
14615;0.8226938167635225
52505;0.8210997580640738
45231;0.8208797364484133
49335;0.8204516994731403
56794;0.8202800566120526
44054;0.8201263557591096
57051;0.8190089190834845
49036;0.8186080817722132
45048;0.8176017071217861
59641;0.8174219913219256
50496;0.8163714449722651
45052;0.816080976030286
61814;0.8139264943707536
42263;0.8128623801013269
58766;0.8124478129750363
50683;0.812219652653274
1041;0.8118820644993694
1547;0.8114942415148677
54898;0.8109365921456128
42168;0.8105098449416767
1019;0.8104215634951422
53194;0.8094954287011434
872;0.8092676700178005
1432;0.8089622630302671
924;0.8088708717477793
56551;0.8084674466168054
47223;0.808381084765319
57635;0.8082426336910622
713;0.8081998779993999
59589;0.8077479084807937
43105;0.8065677177519686
54906;0.8059779395059701
60078;0.8057760471867441
1082;0.804985771214686
58978;0.8048082831722739
683;0.8047212741381671
52809;0.8047167818617582
54542;0.8046144170698266
58112;0.8045013404138859
48199;0.8043593783206445
1390;0.8041189459475337
47726;0.8038961514103541
51913;0.8036781604143958
55825;0.803612923605759
58582;0.803365216534926
50018;0.803332244557531
59166;0.8020364457470723
54479;0.8017084275966827
44132;0.8011123778359479
1407;0.8007179909460407
60778;0.8002304753454853
54106;0.799275808169353
61587;0.7991766949862804
52208;0.7988103246278391
52669;0.7984052804254137
6016;0.7981717355498692
44052;0.7979460776170233
53791;0.7976351530538892
46114;0.7975647001182183
51372;0.7972244948017376
44907;0.7968479540388467
137783;0.7967862443920787
61208;0.7965774581638307
48038;0.7965387987008405
53331;0.7960649131857431
48433;0.7959938056111361
50026;0.7959778735119614
1608;0.7948097941564976
753;0.7944541567449686
61914;0.794312907556096
43012;0.7941322923585554
42973;0.7939840843333802
46484;0.79339090218051
1453;0.7930279865395594
47932;0.791534146370798
42382;0.7913202470748778
1093;0.7911844051356427
61994;0.7910411653090366
44529;0.7909835002732495
933;0.7908704370628095
1383;0.7897868857026645
58578;0.7887184055654715
876;0.7885557617708692
61645;0.7883395790669876
3030;0.7881749887616872
51011;0.7879726278437194
696;0.7876156702836588
43515;0.7870909383620488
60608;0.786988023108719
56134;0.7868166026936697
1129;0.786485306169921
55984;0.7859097572147501
48316;0.7852496141607666
58153;0.785057761208797
44771;0.7850505420735072
49768;0.7833472746160789
1579;0.7831527818184699
57403;0.7831402707992972
61374;0.7829523658835463
140703;0.7828205030024106
51562;0.7827841174768586
1326;0.7826578539063529
48435;0.7824685615441614
42051;0.7821993280987971
46018;0.7818834386696376
42546;0.7814688633873029
56361;0.7807151995589257
59746;0.780584174287552
60573;0.7802213305727849
1281;0.7801783523371755
1233;0.7800785085530814
45812;0.779691881476593
43448;0.7796454762301048
59219;0.7793873531054756
46300;0.779263755494936
1271;0.7791105029285889
54657;0.779032250542383
45479;0.7789706316161444
50966;0.7786939607088573
43259;0.77867627122747
52748;0.7784217615172041
53622;0.7782466195598461
59027;0.7781905304230488
44027;0.7780958483993625
55717;0.7775699528888916
45650;0.7771205531594096
5176;0.7770727769510555
48899;0.776861689720352
1141;0.7764179647443165
811;0.7760103814130006
43491;0.775794207758971
56193;0.7757206513596728
58242;0.7750466558644951
741;0.7749759920439646
44535;0.7749363983606481
5064;0.7742504072986742
54518;0.7740677093640971
57978;0.773837033856223
56925;0.7738310750549334
55927;0.7738266020628954
49282;0.7725034163734262
1284;0.7724200254936896
1267;0.7723087959321239
49260;0.7720262675470755
55541;0.7715574439067255
61327;0.7710252178344362
54704;0.7708081516611152
60839;0.7705113662900674
52415;0.7698410037258554
54469;0.769365580254466
60681;0.7693064323223759
48119;0.7692334224632925
52712;0.7689770890123178
752;0.7687100850079694
57178;0.7684831989003815
52362;0.7684071626777212
59874;0.7680881781550927
45429;0.7680062871337796
5420;0.7678993465766419
57280;0.767490476265895
44994;0.7670973188611581
56582;0.7668168870094215
1217;0.7662090460969847
54592;0.766178524282364
48921;0.7659973148958534
52056;0.7655255077556771
56153;0.7653280038735921
58572;0.7651927435258364
61002;0.7650811073608768
42812;0.7650746313240283
58411;0.764845358091149
1375;0.7644712448031671
48084;0.7643469860899528
60599;0.7638254015660635
59569;0.7638248474512785
51911;0.7634926556326034
1170;0.7634849913892866
55388;0.7633612334141414
8346;0.7633572762639639
50958;0.763129512220151
49686;0.7626364928783664
52697;0.7624539980422235
50301;0.7623694547033146
52115;0.76210496933071
47739;0.7614417424142699
52763;0.7612268254916721
57100;0.7610145333259688
43994;0.7610087137983697
186;0.7608837182819849
48999;0.7606964945687091
739;0.7605592617643911
59991;0.7605158854881668
51849;0.7596873907536794
42095;0.7592111654167157
55090;0.7591848057340455
46160;0.7589944951128711
57941;0.7588196548819559
691;0.7586396832419583
61159;0.7585513283311341
42600;0.7582918970571504
61744;0.7579069898947328
49440;0.7578335672270617
52323;0.7577960445121976
43755;0.7577383556821399
46193;0.7575775911552581
49562;0.7569027942212518
55810;0.7562676422987371
46404;0.7562633166507093
